,ITEM_CODE,CATEGORY_NAME,ITEM_NAME,SUB_CATEGORY_NAME,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,STANDARD_UPC,RETAILER_ITEM_CODE,CATEGORY_ID,SUB_CATEGORY_ID,UPC,TITLE,DETAILED_DESCRIPTION
7020,0,CANDY,YOGURT PRETZELS,PRODUCE CANDY,0,270816627,WINE - IMPORTS,15032121,VITAMINS-SINGLE LETTERS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8600,0,EYE & EAR CARE,VK BLUE TORT,FOSTER GRANT EYEWEAR,0,1202538186,WINE - IMPORTS,1200450452,CANNED & JAR SAUERKRAUT,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
8603,0,EYE & EAR CARE,VK BLUE TORT,FOSTER GRANT EYEWEAR,0,1202538186,WINE - IMPORTS,1200450452,EGGS,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
8605,0,EYE & EAR CARE,VK BLUE TORT,FOSTER GRANT EYEWEAR,0,1202538186,WINE - IMPORTS,1200450452,ADULT COUGH / COLD / FLU,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
8609,0,EYE & EAR CARE,VK BLUE TORT,FOSTER GRANT EYEWEAR,0,1202538186,WINE - IMPORTS,1200450452,BEERS PREMIUM,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
9927,0,HOUSEWARES,KA NO MESS CANOPENER,KITCHEN GADGETS-A,0,1202403237,WINE - IMPORTS,1200450452,BAGGED CITRUS ORANGES,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10303,0,PERFORMANCE & ADULT NUTRITION,FORCE FACTOR ALPHA KING 15CT,PERFORMANCE NUTRITION,0,1202359664,WINE - IMPORTS,15032121,WINE - PREMIUM CHARDONNAY,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
10789,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,FRUIT SNACKS,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10793,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,LIQUOR-42 PROOF OR LESS,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10794,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,FACE REVLON PRODUCTS,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10798,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,CARROTS PREMIUM,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10801,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,LIQUOR - SCOTCH,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
10806,0,SEASONAL GM,BIGFOOT PUSHER SHOVEL,SHOVELS/SCRAPERS,0,1202540171,WINE - IMPORTS,1200450452,CARROTS BASE BABY CUT,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
12627,0,SKIN CARE,OLAY TOTAL EFFECTS MST,FACIAL MOISTURIZERS AND TREATM,0,108393737,WINE - IMPORTS,1200450452,ALL OTHER STATIONERY,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
12637,0,SKIN CARE,OLAY TOTAL EFFECTS MST,FACIAL MOISTURIZERS AND TREATM,0,108393737,WINE - IMPORTS,1200450452,ART SUPPLIES-A,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
12639,0,SKIN CARE,OLAY TOTAL EFFECTS MST,FACIAL MOISTURIZERS AND TREATM,0,108393737,WINE - IMPORTS,1200450452,BAR WARE-A,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
13087,0,SPC HOUSEWARES,APPLE PEELER MACHINE,MARKET DIST. PRODUCE GADGETS,0,1200394743,WINE - IMPORTS,1201015882,ROLLS & BUNS - PLU TRADITIONAL,1,100,*D* COOKIE NO BAKE CHOCOLATE,NA,NA,NA,NA,NA,NA,NA
13092,0,SPC HOUSEWARES,APPLE PEELER MACHINE,MARKET DIST. PRODUCE GADGETS,0,1200394743,WINE - IMPORTS,1201015882,RIVER CITY SIDE DISHES,1,100,*D* COOKIE NO BAKE CHOCOLATE,NA,NA,NA,NA,NA,NA,NA
13308,0,SPECIALTY FOODS,HFDBUTR UNSALTROLL,SPECIALTY DAIRY,0,1201660288,WINE - IMPORTS,15032121,WINE - PREMIUM CABERNET,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
13956,0,TOYS & TRADING CARDS,POP 'N HIT,TOYS SEASONAL MISC,0,1202504171,WINE - IMPORTS,1200450452,GRAB & GO,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
14077,0,TRIAL AND CLIP STRIP,FAUX WOOLEN LARRY MO,SBT STRIPS,0,1202570865,WINE - IMPORTS,1200450452,LIQUOR - TEQUILA,1,100,BM GORGONZOLA CRUMBLED CHEESE,NA,NA,NA,NA,NA,NA,NA
75,0,APPAREL,CM BK DOME SNK SZ TR,CLAIRES ACCESSORIES SBT,0,1202476510,WINE - OTHER RED WINES,15032121,RTE ALL FAMILY,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
535,0,AS SEEN ON TV & KAB,PET PJ PANTS LAB CHOCOLATE L,AS SEEN ON TV,0,1202503112,WINE - OTHER RED WINES,15032121,TRADITIONAL WHITE BREAD,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
540,0,AS SEEN ON TV & KAB,PET PJ PANTS LAB CHOCOLATE L,AS SEEN ON TV,0,1202503112,WINE - OTHER RED WINES,15032121,BAGGED CITRUS LEMONS/LIMES,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
542,0,AS SEEN ON TV & KAB,PET PJ PANTS LAB CHOCOLATE L,AS SEEN ON TV,0,1202503112,WINE - OTHER RED WINES,15032121,SPICE - MISC & DSD SPICES,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
572,0,AS SEEN ON TV & KAB,PET PJ PANTS SHIH TZUS M,AS SEEN ON TV,0,1202503088,WINE - OTHER RED WINES,15032121,FAMILY VIDEOS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
977,0,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,0,8928758,WINE - OTHER RED WINES,15032121,VITAMINS-SINGLE LETTERS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
980,0,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,0,8928758,WINE - OTHER RED WINES,15032121,COOKIES - RETAIL READY,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
1010,0,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,0,8928758,WINE - OTHER RED WINES,15032121,ALL OTHER STATIONERY,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
1011,0,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,0,8928758,WINE - OTHER RED WINES,15032121,LIQUOR - TEQUILA,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
1013,0,BAKERY INGREDIENTS,DESIGNER PRINTS-GARDEN PARTY P,DECOPAC - INGREDIENTS,0,8928758,WINE - OTHER RED WINES,15032121,SWITZERLAND CHEESES,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
1487,0,BEER / WINE / ALCOHOL BEV.,464D ST. REMY BRANDY,LIQUOR - BRANDY,0,1200154777,WINE - OTHER RED WINES,15032121,ALL OTHER EVERYDAY GIFTS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
2351,0,BEER / WINE / ALCOHOL BEV.,BRIDLEWOOD MONT CO PINOT NOIR,WINE - PINOT NOIR,0,1200937290,WINE - OTHER RED WINES,15032121,NON ALCOHOLICS - BEER,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
2353,0,BEER / WINE / ALCOHOL BEV.,BRIDLEWOOD MONT CO PINOT NOIR,WINE - PINOT NOIR,0,1200937290,WINE - OTHER RED WINES,15032121,EYE MAYBELLINE,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
2354,0,BEER / WINE / ALCOHOL BEV.,BRIDLEWOOD MONT CO PINOT NOIR,WINE - PINOT NOIR,0,1200937290,WINE - OTHER RED WINES,15032121,WINE - REGIONALS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
7266,0,COSMETICS & COTTON,OPI/T7 START2FINISH ORIGINAL,NAIL PRO NAIL - UPC COLOR,0,1202539884,WINE - OTHER RED WINES,15032121,MEXICAN FOOD,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
7267,0,COSMETICS & COTTON,OPI/T7 START2FINISH ORIGINAL,NAIL PRO NAIL - UPC COLOR,0,1202539884,WINE - OTHER RED WINES,15032121,ORG CITRUS:BAGGED,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8182,0,EYE & EAR CARE,SAV FX TR90 RIMLESS RDRS 250,FOSTER GRANT EYEWEAR,0,1202366650,WINE - OTHER RED WINES,15032121,DONUTS - PLU,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8186,0,EYE & EAR CARE,SAV FX TR90 RIMLESS RDRS 250,FOSTER GRANT EYEWEAR,0,1202366650,WINE - OTHER RED WINES,15032121,WINE - PREMIUM CABERNET,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8739,0,FIRST AID,MEDERMA SPF SCAR CREAM,TOP. TREAT/OINT/CRM/LIQ/PWD,0,1202513422,WINE - OTHER RED WINES,15032121,MISC TRANSACTIONS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8740,0,FIRST AID,MEDERMA SPF SCAR CREAM,TOP. TREAT/OINT/CRM/LIQ/PWD,0,1202513422,WINE - OTHER RED WINES,15032121,FRUIT SNACKS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8741,0,FIRST AID,MEDERMA SPF SCAR CREAM,TOP. TREAT/OINT/CRM/LIQ/PWD,0,1202513422,WINE - OTHER RED WINES,15032121,SOUP,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8742,0,FIRST AID,MEDERMA SPF SCAR CREAM,TOP. TREAT/OINT/CRM/LIQ/PWD,0,1202513422,WINE - OTHER RED WINES,15032121,SUPER PREMIUM,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8969,0,HAIR CARE,BIOSILK SILK THRP TRMT 5.64OZ,PROFESSIONAL STYLING,0,1202124724,WINE - OTHER RED WINES,15032121,MARKET DISTRICT GEN. MERCH-A,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8970,0,HAIR CARE,BIOSILK SILK THRP TRMT 5.64OZ,PROFESSIONAL STYLING,0,1202124724,WINE - OTHER RED WINES,15032121,PITTSBURGH PENGUINS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
8972,0,HAIR CARE,BIOSILK SILK THRP TRMT 5.64OZ,PROFESSIONAL STYLING,0,1202124724,WINE - OTHER RED WINES,15032121,WINE - PREMIUM CHARDONNAY,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
9066,0,HAIR CARE,JOICO-ICE SPIKER GLUE 5.1 OZ,PROFESSIONAL STYLING,0,1202120825,WINE - OTHER RED WINES,15032121,PRETZELS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
10290,0,PERFORMANCE & ADULT NUTRITION,FORCE FACTOR ALPHA KING 15CT,PERFORMANCE NUTRITION,0,1202359664,WINE - OTHER RED WINES,15032121,DIPS,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
10299,0,PERFORMANCE & ADULT NUTRITION,FORCE FACTOR ALPHA KING 15CT,PERFORMANCE NUTRITION,0,1202359664,WINE - OTHER RED WINES,15032121,DIGITAL VIDEO DISK,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
10301,0,PERFORMANCE & ADULT NUTRITION,FORCE FACTOR ALPHA KING 15CT,PERFORMANCE NUTRITION,0,1202359664,WINE - OTHER RED WINES,15032121,IC CANDY (NOVELTY),1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
14259,0,VASES,RND ROSE GOLD VSE 3.75X8.5,VASES,0,1202260998,WINE - OTHER RED WINES,15032121,GRAB & GO,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
14761,0,VITAMINS,NW SAMBUCUS SYRUP OG2 ELDBRY,HERBAL/MEDICINAL TEA,0,1202553780,WINE - OTHER RED WINES,15032121,WINE - ZINFANDEL,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
3836,0,BEER / WINE / ALCOHOL BEV.,HOGUE LATE HARVEST RIESLING,WINE - OTHER WHITE,0,951855368,WINE - OTHER WHITE,1200036727,POTATOES PREMIUM,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
3840,0,BEER / WINE / ALCOHOL BEV.,HOGUE LATE HARVEST RIESLING,WINE - OTHER WHITE,0,951855368,WINE - OTHER WHITE,1200036727,VEGAN/VEGETARIAN FERMENTED,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
3843,0,BEER / WINE / ALCOHOL BEV.,HOGUE LATE HARVEST RIESLING,WINE - OTHER WHITE,0,951855368,WINE - OTHER WHITE,1200036727,SARRIS EVERYDAY WHSE,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
3844,0,BEER / WINE / ALCOHOL BEV.,HOGUE LATE HARVEST RIESLING,WINE - OTHER WHITE,0,951855368,WINE - OTHER WHITE,1200036727,QUARTS,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
4326,0,BEER / WINE / ALCOHOL BEV.,LIVINGTON CELLARS CHARDONNAY,WINE - CA POPULAR,0,271414148,WINE - OTHER WHITE,499371968,MARKET DISTRICT GEN. MERCH-A,1,100,BADIA GARLIC POWDER,NA,NA,NA,NA,NA,NA,NA
4366,0,BEER / WINE / ALCOHOL BEV.,LOUIS ROEDERER BRUT PREMIER,WINE - SPARKLING WINES,0,225420338,WINE - OTHER WHITE,39906754,FRUIT SNACKS,1,100,SNYDERS OF BERLIN CARAMEL CORN,NA,NA,NA,NA,NA,NA,NA
6903,0,CANDY,ROMOLO TRUFFLES,FLORAL CANDY,0,1201115381,WINE - OTHER WHITE,1200036727,VITAMINS-SINGLE LETTERS,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
7263,0,COSMETICS & COTTON,OPI/T7 START2FINISH ORIGINAL,NAIL PRO NAIL - UPC COLOR,0,1202539884,WINE - OTHER WHITE,15032121,BAGGED CITRUS LEMONS/LIMES,1,100,BRUMMEL BROWN SPRD BOWL,NA,NA,NA,NA,NA,NA,NA
10017,0,HOUSEWARES,ORIGINALS SPORT BOTTLE BLUSH,WATER BOTTLES,0,1202538685,WINE - OTHER WHITE,39906754,HALLOWEEN CANDY,1,100,SNYDERS OF BERLIN CARAMEL CORN,NA,NA,NA,NA,NA,NA,NA
10847,0,SEASONAL GM,FUN GARDNERS PLAQUES,SPRING-A1,0,8939424,WINE - OTHER WHITE,39906754,LUNCH BAGS,1,100,SNYDERS OF BERLIN CARAMEL CORN,NA,NA,NA,NA,NA,NA,NA
15006,0,YOGURT,CHOB GRK 100 CAL STRAW 4PK,GREEK MULTI PACKS,0,8945428,WINE - OTHER WHITE,1200036727,SALADS CRUNCHY BLENDS,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
15007,0,YOGURT,CHOB GRK 100 CAL STRAW 4PK,GREEK MULTI PACKS,0,8945428,WINE - OTHER WHITE,1200036727,SPECIALTY RTDT/ENERGY DRINKS,1,100,CHOPPED TURNIP GREENS,NA,NA,NA,NA,NA,NA,NA
3081,0,BEER / WINE / ALCOHOL BEV.,DEBONNE MOSCATO RIESLING,WINE - REGIONALS,0,1201532369,WINE - PINOT NOIR,1200162477,WINE - PREMIUM CABERNET,1,100,STONEWALL RSTD ONION N GARLIC,NA,NA,NA,NA,NA,NA,NA
3086,0,BEER / WINE / ALCOHOL BEV.,DEBONNE ROSE OF PINOT NOIR,WINE - REGIONALS,0,576472000,WINE - PINOT NOIR,1200162477,WINE - ZINFANDEL,1,100,STONEWALL RSTD ONION N GARLIC,NA,NA,NA,NA,NA,NA,NA
7718,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,GINGERALE,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
7721,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,GRAB & GO,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
7722,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,GOURMET DRY SPICES,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
7725,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,MARKET DISTRICT ASIAN,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
7730,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,ORG CITRUS:BAGGED,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
7731,0,DELI,OLIVE & ANTIPASTI TRAY V1,OLIVE & ANTIPASTI BAR,0,1202583640,WINE - PINOT NOIR,1201512303,MARKET DISTRICT GEN. MERCH-A,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
10440,0,POTATOES,POT IDAHO/RUSSET 5/10 LB,POTATOES RUSSET,0,9002616,WINE - PINOT NOIR,1201017864,ALL OTHER EVERYDAY GIFTS,1,100,DUCKHORN DECOY SON CHARDONNAY,NA,NA,NA,NA,NA,NA,NA
12160,0,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,0,8944309,WINE - PINOT NOIR,780148000,BEERS PREMIUM,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
12161,0,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,0,8944309,WINE - PINOT NOIR,780148000,BEERS-BELOW PREM.POPU.&BUDGET,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
12167,0,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,0,8944309,WINE - PINOT NOIR,780148000,BEST MARKETS CHICKEN,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
12168,0,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,0,8944309,WINE - PINOT NOIR,780148000,CARROTS BASE BABY CUT,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
12169,0,SEASONAL/PARTY/TOYS/CARDS,NAPKIN BEV WORLD OF CARS,EVERYDAY PARTYWARE,0,8944309,WINE - PINOT NOIR,780148000,BODY LOTION,1,100,BONTERRA ORGANIC CABERNET,NA,NA,NA,NA,NA,NA,NA
13533,0,SPORTS,SS OSU BASIC COTTON TEE,OHIO STATE,0,1202546424,WINE - PINOT NOIR,977552420,SALADS CRUNCHY BLENDS,1,100,BADIA WHOLE OREGANO,NA,NA,NA,NA,NA,NA,NA
13941,0,TOYS & TRADING CARDS,MAGNETIC BLOCK,TOYS SEASONAL MISC,0,1202504169,WINE - PINOT NOIR,977552420,SPICE - MISC & DSD SPICES,1,100,BADIA WHOLE OREGANO,NA,NA,NA,NA,NA,NA,NA
14387,0,VITAMINS,CL MULTI SOFTMELT,HERBAL/MEDICINAL TEA,0,1202552961,WINE - PINOT NOIR,1201512303,EGGS,1,100,S 4 CPCK RED VELVET,NA,NA,NA,NA,NA,NA,NA
4,0,ACCESSORY GIFT ITEMS,"45"" METAL TOY SOLIDERS",ACCESSORY GIFT ITEMS,0,1202581193,WINE - PREMIUM CABERNET,760765175,BAGGED CITRUS LEMONS/LIMES,1,50,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
7,0,ACCESSORY GIFT ITEMS,"45"" METAL TOY SOLIDERS",ACCESSORY GIFT ITEMS,0,1202581193,WINE - PREMIUM CABERNET,760765175,ANGUS BEEF ROUNDS,1,50,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
8,0,ACCESSORY GIFT ITEMS,"45"" METAL TOY SOLIDERS",ACCESSORY GIFT ITEMS,0,1202581193,WINE - PREMIUM CABERNET,760765175,CLEVELAND CAVALIERS,1,50,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
53,0,APPAREL,CLAIRES FACE MASK,CLAIRES ACCESSORIES SBT,0,1202558338,WINE - PREMIUM CABERNET,428368000,QUARTS,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
1257,0,BEEF,LOCAL BF LN PORTERHOUSE STEAK,NATURAL BEEF,0,1201303543,WINE - PREMIUM CABERNET,428368000,WINE - ZINFANDEL,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
1735,0,BEER / WINE / ALCOHOL BEV.,6080B MAKER'S MARK 46 CASK,LIQUOR - WHISKEY,0,1202546256,WINE - PREMIUM CABERNET,475754029,ALL OTHER EVERYDAY GIFTS,1,100,697L PARAMOUNT PEPPERMNT SCHN,NA,NA,NA,NA,NA,NA,NA
3063,0,BEER / WINE / ALCOHOL BEV.,DA VINCI RESERVE CHIANTI 750,WINE - IMPORTS,0,1200605302,WINE - PREMIUM CABERNET,428368000,SOUP,2,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
3064,0,BEER / WINE / ALCOHOL BEV.,DA VINCI RESERVE CHIANTI 750,WINE - IMPORTS,0,1200605302,WINE - PREMIUM CABERNET,428368000,LIQUOR - WHISKEY,2,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
3088,0,BEER / WINE / ALCOHOL BEV.,DEBONNE ROSE OF PINOT NOIR,WINE - REGIONALS,0,576472000,WINE - PREMIUM CABERNET,428368000,MARKET DISTRICT GEN. MERCH-A,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
3800,0,BEER / WINE / ALCOHOL BEV.,HEINEKEN 5 LT MINI KEG,BEERS - IMPORT,0,1200168412,WINE - PREMIUM CABERNET,428368000,HOT CEREAL / OATS,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
3804,0,BEER / WINE / ALCOHOL BEV.,HEINEKEN 5 LT MINI KEG,BEERS - IMPORT,0,1200168412,WINE - PREMIUM CABERNET,428368000,SANDRIDGE SALADS,1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
3809,0,BEER / WINE / ALCOHOL BEV.,HEINEKEN 5 LT MINI KEG,BEERS - IMPORT,0,1200168412,WINE - PREMIUM CABERNET,428368000,IC GUM AND MINT (GUM),1,100,KEEB TOASTED MEDLEY,NA,NA,NA,NA,NA,NA,NA
4430,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,FACIAL MOISTURIZERS AND TREATM,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4433,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,BEST MARKETS CHICKEN,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4435,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,FRUIT SNACKS,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4436,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,GRAB & GO,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4437,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,GRAPES BLACK,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4439,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,BEERS-BELOW PREM.POPU.&BUDGET,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4440,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,ESSENTIAL OILS,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
4443,0,BEER / WINE / ALCOHOL BEV.,MARIETTA OLD VINE RED,WINE - OTHER RED WINES,0,1200147295,WINE - PREMIUM CABERNET,760765175,CARROTS BASE BABY CUT,1,100,SWITZERLAND GRUYERE C&W-CD,NA,NA,NA,NA,NA,NA,NA
