ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
NW DIM PLUS,933707,114775,1202553774,NW DIM PLUS,492939713,BEEF LN T-BONE STEAK,1,100,BEEF LN T-BONE STEAK,Natures Way DimPlus Estrogen Metabolism Formula Capsules
NASOFLO NETI POT SINUS WASH,0,0,1201389914,WINE - PREMIUM CABERNET,428368000,LIQUOR - RUMS,2,100,KEEB TOASTED MEDLEY,
NW DIM PLUS,933707,113718,1202553774,NW DIM PLUS,664842112,AQUAFINA WATER 24OZ 6PK,1,100,AQUAFINA WATER 24OZ 6PK,Natures Way DimPlus Estrogen Metabolism Formula Capsules
NW ORGANIC COCONUT OIL,933767,12742,1202553779,NW ORGANIC COCONUT OIL,8942870,BETTY CROCKER FROSTING - 16 OZ(10739),1,100,CAPTIVA PEPPERIDGE FARMS,Natures Way Organic Extra Virgin Coconut Oil
NAT A GINKO LEAF STANDARD 60CT,0,0,1200018842,SPECIALTY SUPPLEMENTS,975958351,CHILDREN'S VIDEOS,1,100,BM SAUERKRAUT,
NAT A GINKO LEAF STANDARD 60CT,0,0,1200018842,SPECIALTY SUPPLEMENTS,975958351,PITTSBURGH PENGUINS,1,100,BM SAUERKRAUT,
NAT A GINKO LEAF STANDARD 60CT,0,0,1200018842,SPECIALTY SUPPLEMENTS,975958351,POTATOES PREMIUM,1,100,BM SAUERKRAUT,
NAT A GINKO LEAF STANDARD 60CT,0,0,1200018842,WINE - IMPORTS,15032121,WINE - OTHER RED WINES,1,100,BRUMMEL BROWN SPRD BOWL,
NAT A GINKO LEAF STANDARD 60CT,131036,115891,1200018842,NAT A GINKO LEAF STANDARD 60CT,1200016759,KERRY GOLD IRISH BUTTER,1,100,KERRY GOLD IRISH BUTTER,
NAT A GINKO LEAF STANDARD 60CT,131036,107897,1200018842,NAT A GINKO LEAF STANDARD 60CT,975958351,BM SAUERKRAUT,1,100,BM SAUERKRAUT,
NAT A GINKO LEAF STANDARD 60CT,131036,108984,1200018842,NAT A GINKO LEAF STANDARD 60CT,15032121,BRUMMEL BROWN SPRD BOWL,1,100,BRUMMEL BROWN SPRD BOWL,
SAMBUCUS ELDERBERRY GUMMIES,927660,12892,1202543877,SAMBUCUS ELDERBERRY GUMMIES,8926516,CAMPBELLS CONDENSED SOUPS(579),6,100,ALLE GROUND BEEF 80% LEAN,Natures Way Sambucus Elderberry Immune Support Gummies 3200mg
NW SAMBUCUS IMMUNE SYRUP,353934,105004,1200728073,NW SAMBUCUS IMMUNE SYRUP,54356509,POUND CAKE RING,1,100,POUND CAKE RING,Natures Way Sambucus Elderberry Immune Syrup
NAT SECRET URINARY CLEANSE,168161,106841,1201650246,NAT SECRET URINARY CLEANSE,1200138146,SIMILAC NEOSURE RTF,1,100,SIMILAC NEOSURE RTF,
NAT WAY BILBERRY STANDRDZ EXTR,298578,15576,1201650066,NAT WAY BILBERRY STANDRDZ EXTR,8925658,8 PIECE(214334),1,100,LOREAL KIDS CARN BRY RND SHMPO,
NAT WAY BILBERRY STANDRDZ EXTR,298578,14274,1201650066,NAT WAY BILBERRY STANDRDZ EXTR,8928144,JJ BANDAID FLEX(282883),1,100,MONSTER 4PK ENERGY ULTRA BLUE,
NAT WAY BILBERRY STANDRDZ EXTR,298578,225544,1201650066,NAT WAY BILBERRY STANDRDZ EXTR,1201707936,LARGE SIDE DISH HOT,1,100,LARGE SIDE DISH HOT,
NAT WAY BILBERRY STANDRDZ EXTR,298578,205532,1201650066,NAT WAY BILBERRY STANDRDZ EXTR,1201279527,STATE FUNDED RX COPAY-FP ELIG*,1,100,STATE FUNDED RX COPAY-FP ELIG*,
NATBSK COCONUT OIL OG2,607003,12892,1201924728,NATBSK COCONUT OIL OG2,8926516,CAMPBELLS CONDENSED SOUPS(579),18,90,ALLE GROUND BEEF 80% LEAN,
NATBSKT COCONUT OIL UNRF VRGN,607458,12892,1201941409,NATBSKT COCONUT OIL UNRF VRGN,8926516,CAMPBELLS CONDENSED SOUPS(579),7,87.5,ALLE GROUND BEEF 80% LEAN,
NATINCO MOSCATO D'ASTI,0,0,1202200898,WINE - PREMIUM CABERNET,428368000,ING CAKE - LAYER/SHEET/CUPCAKE,1,100,KEEB TOASTED MEDLEY,
NATINCO MOSCATO D'ASTI,759858,103089,1202200898,NATINCO MOSCATO D'ASTI,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
NATINCO MOSCATO D'ASTI,759858,115046,1202200898,NATINCO MOSCATO D'ASTI,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
NATINCO MOSCATO D'ASTI,759858,10977,1202200898,NATINCO MOSCATO D'ASTI,428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,
NATINCO MOSCATO D'ASTI,759858,115891,1202200898,NATINCO MOSCATO D'ASTI,1200016759,KERRY GOLD IRISH BUTTER,1,100,KERRY GOLD IRISH BUTTER,
NATIONALS 17OZ JRSY MIXING GLA,39216,118609,8945859,FRESH SWORDFISH(356104),1200167890,LA BANDERITA BURR GRANDE I0 IN,1,100,LA BANDERITA BURR GRANDE I0 IN,
NATIONALS 17OZ JRSY MIXING GLA,39216,111969,8945859,FRESH SWORDFISH(356104),1200789552,DISNEY $25 GIFT CARD,1,100,DISNEY $25 GIFT CARD,
NATIONALS 17OZ JRSY MIXING GLA,39216,12331,8945859,FRESH SWORDFISH(356104),8927778,LAMAGNA RICOTTA CHEESE(6633),1,100,KIWI COLOR SHINE NEUTRAL,
NATIONALS 17OZ JRSY MIXING GLA,39216,115527,8945859,FRESH SWORDFISH(356104),1200877559,ANGOSTURA BITTERS ORANGE,1,100,ANGOSTURA BITTERS ORANGE,
NATR SECRET ULT CLEANSE TABS,650407,11669,1202066022,NATR SECRET ULT CLEANSE TABS,56008000,FRNCH YELLOW SQZ MUSTARD,1,100,FRNCH YELLOW SQZ MUSTARD,
NATR SECRET ULT CLEANSE TABS,650407,115046,1202066022,NATR SECRET ULT CLEANSE TABS,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
NATR SECRET ULT CLEANSE TABS,650407,110409,1202066022,NATR SECRET ULT CLEANSE TABS,807537308,MAIERS ITALIAN HOAGIE ROLLS,1,100,MAIERS ITALIAN HOAGIE ROLLS,
NATR SECRET ULT CLEANSE TABS,650407,103312,1202066022,NATR SECRET ULT CLEANSE TABS,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
NW SAMBUCUS IMMUNE SYRUP,353934,113187,1200728073,NW SAMBUCUS IMMUNE SYRUP,1200565258,GOLD BND ULT HEALNG FOOT CREAM,1,100,GOLD BND ULT HEALNG FOOT CREAM,Natures Way Sambucus Elderberry Immune Syrup
NW SAMBUCUS IMMUNE SYRUP,353934,108178,1200728073,NW SAMBUCUS IMMUNE SYRUP,316616638,BM WHOLE CARROTS,1,100,BM WHOLE CARROTS,Natures Way Sambucus Elderberry Immune Syrup
NW SAMBUCUS SYRUP,347642,12313,1200728071,NW SAMBUCUS SYRUP,8925298,OM REG LUNCHABLES(9985),3,100,SNYDERS YORK PEPPERMINT PRETZE,Natures Way Sambucus Original Elderberry Syrup
NATURAL GLOW INSTANT SUN TOWEL,880806,114775,1202402465,NATURAL GLOW INSTANT SUN TOWEL,492939713,BEEF LN T-BONE STEAK,1,100,BEEF LN T-BONE STEAK,
NATURAL GLOW INSTANT SUN TOWEL,880806,103753,1202402465,NATURAL GLOW INSTANT SUN TOWEL,1200234322,FRENCH ONION DIP 3500,1,100,FRENCH ONION DIP 3500,
NATURAL LT NATURDAYS 30PK CAN,806816,12313,1202262633,NATURAL LT NATURDAYS 30PK CAN,8925298,OM REG LUNCHABLES(9985),3,100,SNYDERS YORK PEPPERMINT PRETZE,
NATURAL LT NATURDAYS 30PK CAN,806816,12367,1202262633,NATURAL LT NATURDAYS 30PK CAN,8934067,PILLSBURY GRANDS BISCUITS(2091),3,100,BOTANIC CHOICE VITAMIN E 400,
"NATURALS ROUND 9""CAKE PAN",387134,13164,1200204160,"NATURALS ROUND 9""CAKE PAN",8920020,JIF PEANUT BUTTER - 40 OZ.(14551),2,100,KANE POT HOLDERS 2PK,
"NATURALS ROUND 9""CAKE PAN",387134,13318,1200204160,"NATURALS ROUND 9""CAKE PAN",8924514,BM 8 OZ TOMATO SAUCE(257761),2,100,WALDEN SESAME GINGER,
NW SAMBUCUS SYRUP,347642,12386,1200728071,NW SAMBUCUS SYRUP,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),3,100,"FW 19"" CAGE W/ZOMBIE FIGURE",Natures Way Sambucus Original Elderberry Syrup
NW TURMERIC,392436,104364,1200728176,NW TURMERIC,273680394,S PACZKI - 6 COUNT,2,100,S PACZKI - 6 COUNT,Natures Way Tumeric Tablets 500mg
NW TURMERIC,392436,12341,1200728176,NW TURMERIC,8923502,BM MEDIUM STORABM BAGS(15227),2,100,MC GOURMET CUMIN SEED,Natures Way Tumeric Tablets 500mg
NW UMCKA COLD CARE CHERRY,172545,103909,1200728106,NW UMCKA COLD CARE CHERRY,1201729743,MD SRIRACHA SAUCE,1,100,MD SRIRACHA SAUCE,Natures Way Umcka Cold Care Cherry Flavor Chewable Tablets
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,HAIR CARE,1200656349,SOFT DRINKS,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,HOLIDAY,1200656349,CONVENIENCE FOODS,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,HOUSEWARES,1200656349,UNCLASSIFIED CATEGORY,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,JUICES,1200656349,BEEF,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,MARGARINE & BUTTERS,1200656349,SMOKING CESSATION,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,NATURAL PRODUCTS,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,NATURAL PRODUCTS,1200656349,TOYS & TRADING CARDS,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,NOVELTIES,1200656349,BEEF,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,PIZZA,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,COFFEE PREMIUM,873445435,SPECIALTY RTDT/ENERGY DRINKS,1,100,BEEF RND MD CAB SIRLN TIP RST,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,BEERS - SPECIALTY & MICRO,1200656349,MARKET DISTRICT GEN. MERCH-A,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,BEERS PREMIUM,1200656349,WATER,1,100,LIME 2 LB,
NATUREMADE TURMERIC 500MG CAPS,0,0,1202352892,"BM 14"" MTO SUBS",1200656349,PLAYBALLS,1,100,LIME 2 LB,
NW UMCKA COLD CARE CHERRY,172545,110962,1200728106,NW UMCKA COLD CARE CHERRY,1201203313,ES SWEET KALE SALAD,1,100,ES SWEET KALE SALAD,Natures Way Umcka Cold Care Cherry Flavor Chewable Tablets
NW UMCKA COLD CARE CHERRY,172545,103312,1200728106,NW UMCKA COLD CARE CHERRY,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,Natures Way Umcka Cold Care Cherry Flavor Chewable Tablets
NW UMCKA COLD CARE CHERRY,172545,104364,1200728106,NW UMCKA COLD CARE CHERRY,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,Natures Way Umcka Cold Care Cherry Flavor Chewable Tablets
NATURES ANSWER UT ANSWER,0,0,1201650145,RESTAURANTS GIFT CARDS,1201563864,SPECIALTY & HARDBOND BOOKS,1,100,GAIN LINT ROLLER 60 SHEET,
NATURES ANSWER UT ANSWER,0,0,1201650145,RESTAURANTS GIFT CARDS,1201563864,WATER,1,100,GAIN LINT ROLLER 60 SHEET,
NATURES ANSWER UT ANSWER,0,0,1201650145,FRESH BREAD & CAKE,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
NATURES ANSWER UT ANSWER,0,0,1201650145,HOLIDAY,1200656349,PREPARED FOODS,1,100,LIME 2 LB,
NATURES ANSWER UT ANSWER,0,0,1201650145,FRESH FISH FILLETS,267146739,KOSHER ITEMS,1,100,F.EXPRESS: HEARTS OF ROMAINE,
NATURES ANSWER UT ANSWER,0,0,1201650145,BEERS - SPECIALTY & MICRO,1200656349,NON ALCOHOLICS - BEER,1,100,LIME 2 LB,
NATURES ANSWER UT ANSWER,400870,106363,1201650145,NATURES ANSWER UT ANSWER,1201563864,GAIN LINT ROLLER 60 SHEET,1,100,GAIN LINT ROLLER 60 SHEET,
NATURES ANSWER UT ANSWER,400870,10433,1201650145,NATURES ANSWER UT ANSWER,1201278371,LIQUID PLUMR HAIR CLOG ELIMIN.,1,100,LIQUID PLUMR HAIR CLOG ELIMIN.,
NATURES ANSWER UT ANSWER,400870,103089,1201650145,NATURES ANSWER UT ANSWER,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
NATURES ANSWER UT ANSWER,400870,100803,1201650145,NATURES ANSWER UT ANSWER,1200656349,LIME 2 LB,1,100,LIME 2 LB,
NATURES BASKET SAMBUCUS ELDERB,766620,13790,1202209742,NATURES BASKET SAMBUCUS ELDERB,8925007,ORE IDA FROZEN POTATOES(11786),2,100,EZ SQUEEZE PINEAPPLE FILLING,
NATURES BASKET SAMBUCUS ELDERB,766620,12892,1202209742,NATURES BASKET SAMBUCUS ELDERB,8926516,CAMPBELLS CONDENSED SOUPS(579),2,100,ALLE GROUND BEEF 80% LEAN,
NASOFLO NETI POT SINUS WASH,146522,115046,1201389914,NASOFLO NETI POT SINUS WASH,597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,NeilMed Nasaflo NetiPot Nasal Wash System
NASOFLO NETI POT SINUS WASH,146522,10977,1201389914,NASOFLO NETI POT SINUS WASH,428368000,KEEB TOASTED MEDLEY,2,100,KEEB TOASTED MEDLEY,NeilMed Nasaflo NetiPot Nasal Wash System
NEILMED SINUS RINSE KIT,383091,12892,1200638635,NEILMED SINUS RINSE KIT,8926516,CAMPBELLS CONDENSED SOUPS(579),7,100,ALLE GROUND BEEF 80% LEAN,NeilMed Sinus Rinse Kit
NATURES BTY SAW PALMETTO,333739,12892,1200241300,NATURES BTY SAW PALMETTO,8926516,CAMPBELLS CONDENSED SOUPS(579),10,90.90909091,ALLE GROUND BEEF 80% LEAN,
NB ACTIVE MIND COATED CAPLETS,475231,12414,1201762673,NB ACTIVE MIND COATED CAPLETS,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),3,100,MARLEY GREEN TEA WITH HONEY,
NEURIVA PLUS,857154,101881,1202359517,NEURIVA PLUS,391377692,B&L PORT WINE CHEESE CUP,1,100,B&L PORT WINE CHEESE CUP,Neuriva Brain Performance Plus Capsules
NEURIVA PLUS,857154,104340,1202359517,NEURIVA PLUS,1201687852,CLV KRAUT WHISKEY DILL SAUERKR,1,100,CLV KRAUT WHISKEY DILL SAUERKR,Neuriva Brain Performance Plus Capsules
NB COCKTAIL SHRIMP GNG,692089,123215,1202127529,NB COCKTAIL SHRIMP GNG,4828000,KR PHILA CRM CHS BRICK,3,100,KR PHILA CRM CHS BRICK,
NB GARCNA CAMBOGIA & CCNUT OIL,332441,13545,1201359624,NB GARCNA CAMBOGIA & CCNUT OIL,8928362,MC BROWN GRAVY MIX REG & BONUS(89730),5,100,CANDY BOWL WITH SPOON,
NB GARCNA CAMBOGIA & CCNUT OIL,332441,12733,1201359624,NB GARCNA CAMBOGIA & CCNUT OIL,8941477,KELLOGG'S POP TARTS 14 OZ.(7015),5,100,NOT YOUR MTHRS CLEAN FREAK SHM,
NB HIGH POTENCY FISH OIL SGEL,432200,12892,1201034666,NB HIGH POTENCY FISH OIL SGEL,8926516,CAMPBELLS CONDENSED SOUPS(579),7,100,ALLE GROUND BEEF 80% LEAN,
NEURIVA PLUS,857154,108178,1202359517,NEURIVA PLUS,316616638,BM WHOLE CARROTS,1,100,BM WHOLE CARROTS,Neuriva Brain Performance Plus Capsules
NB MENS ADV HAIR CARE +,906242,12280,1202513715,NB MENS ADV HAIR CARE +,8923689,PEPSI  24 OZ 6 PK(4308),3,100,ST PAULI GIRL NA 6PK NR <.05%,
NB OPT SOL COLLAGEN BTY VANILL,906241,135596,1202513722,NB OPT SOL COLLAGEN BTY VANILL,1200749055,*TC NASAL DECONG MAX STR PSE,1,100,*TC NASAL DECONG MAX STR PSE,
NB RED YEAST RIC,352652,136172,1201415610,NB RED YEAST RIC,330064000,G.E. KING SIZE WHITE BREAD,10,100,G.E. KING SIZE WHITE BREAD,
NB STRESS COMFORT DREAMS,906236,12892,1202513712,NB STRESS COMFORT DREAMS,8926516,CAMPBELLS CONDENSED SOUPS(579),4,100,ALLE GROUND BEEF 80% LEAN,
NB WHOLE FOOD MEN'S MULTI,641256,115046,1202054768,NB WHOLE FOOD MEN'S MULTI,597000934,POT YUKON GOLD 5 LB,3,100,POT YUKON GOLD 5 LB,
NB WHOLE FOOD MEN'S MULTI,641256,12414,1202054768,NB WHOLE FOOD MEN'S MULTI,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),3,100,MARLEY GREEN TEA WITH HONEY,
NB WHOLE FOOD WOMENS MULTI,641250,108373,1202054762,NB WHOLE FOOD WOMENS MULTI,367000838,100% HAM SALAD,2,100,100% HAM SALAD,
NCB SOUR SERIES 4PK CANS,915457,12280,1202526781,NCB SOUR SERIES 4PK CANS,8923689,PEPSI  24 OZ 6 PK(4308),1,100,ST PAULI GIRL NA 6PK NR <.05%,
NCB SOUR SERIES 4PK CANS,915457,12983,1202526781,NCB SOUR SERIES 4PK CANS,8930426,HIDDEN VALLEY RANCH - 16 OZ.(947),1,100,GAR EATIN PICO DE GALLO CHIPS,
NCM TIN UNI RBOW BLI,0,0,1202486770,LTD SCAN BASED TRADING,273680394,WINE - IMPORTS,1,100,S PACZKI - 6 COUNT,
NCM TIN UNI RBOW BLI,883465,104364,1202486770,NCM TIN UNI RBOW BLI,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
NCM TIN UNI RBOW BLI,883465,108373,1202486770,NCM TIN UNI RBOW BLI,367000838,100% HAM SALAD,1,100,100% HAM SALAD,
NCM TIN UNI RBOW BLI,883465,103753,1202486770,NCM TIN UNI RBOW BLI,1200234322,FRENCH ONION DIP 3500,1,100,FRENCH ONION DIP 3500,
NCM TIN UNI RBOW BLI,883465,103312,1202486770,NCM TIN UNI RBOW BLI,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
NEURIVA PLUS,857154,10977,1202359517,NEURIVA PLUS,428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,Neuriva Brain Performance Plus Capsules
NEMO,20325,12892,8924847,MUCINEX LIQUID(217970),8926516,CAMPBELLS CONDENSED SOUPS(579),90,81.08108108,ALLE GROUND BEEF 80% LEAN,
NEOCELL SUPER COLLAGEN C,427058,12414,1201649862,NEOCELL SUPER COLLAGEN C,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),2,100,MARLEY GREEN TEA WITH HONEY,
NEOPRENE LUNCH KIT NAVY LATTCE,962645,12973,1202595040,NEOPRENE LUNCH KIT NAVY LATTCE,8922115,CLASSICO SAUCE(11472),3,75,PEAR BOSC USA 40LB,
NEOPRENE LUNCH KIT NAVY LATTCE,962645,12892,1202595040,NEOPRENE LUNCH KIT NAVY LATTCE,8926516,CAMPBELLS CONDENSED SOUPS(579),3,75,ALLE GROUND BEEF 80% LEAN,
NEURIVA PLUS,0,0,1202359517,WINE - PREMIUM CHARDONNAY,428368000,PLAYBALLS,1,100,KEEB TOASTED MEDLEY,
NEUT HLTHY SKIN EYE CRM,402020,107319,1201261456,NEUT HLTHY SKIN EYE CRM,1201063070,STAUFFER'S ANIMAL CRACKER-BAG,1,100,STAUFFER'S ANIMAL CRACKER-BAG,Neutrogena Healthy Skin Eye Cream
NEUT HLTHY SKIN EYE CRM,402020,107439,1201261456,NEUT HLTHY SKIN EYE CRM,1201092709,RIVER WHITE MEDIUM GRAIN RICE,1,100,RIVER WHITE MEDIUM GRAIN RICE,Neutrogena Healthy Skin Eye Cream
NEUT HLTHY SKIN EYE CRM,402020,106584,1201261456,NEUT HLTHY SKIN EYE CRM,1200002007,CARROT PREMIUM PETITES,1,100,CARROT PREMIUM PETITES,Neutrogena Healthy Skin Eye Cream
NTG MUR TOWELETTES TWIN PCK,227735,232694,1201511931,NTG MUR TOWELETTES TWIN PCK,1201172831,BM WATER .5L 24PK,64,85.33333333,BM WATER .5L 24PK,Neutrogena Makeup Remover Cleansing Towelettes
NEURO SLEEP MELLOW MANGO,30294,12313,8936726,TERAS WH PRTN(320729),8925298,OM REG LUNCHABLES(9985),2,100,SNYDERS YORK PEPPERMINT PRETZE,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,S.PICKLESPEPPERS AND OLIVES,1200002007,VITAMINS-SINGLE LETTERS,1,100,CARROT PREMIUM PETITES,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SALAD DRESS-SPOON MAYO,1200002007,PRETZELS,1,100,CARROT PREMIUM PETITES,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SHAMPOOS,1201063070,FACIAL MOISTURIZERS AND TREATM,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SHOVELS/SCRAPERS,1201063070,HISPANIC,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SLEEP,1201063070,KOSHER ITEMS,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SLEEP,1201063070,SPECIALTY & HARDBOND BOOKS,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SLOPPY JOE SAUCE,1201063070,SMOKEHOUSE,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUT HLTHY SKIN EYE CRM,0,0,1201261456,SMALL ANIMAL CARE,1201063070,WATER,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NEUTROGENA MENS AGEFIGHT MOIST,471799,12413,1201753708,NEUTROGENA MENS AGEFIGHT MOIST,8921637,CAULIFLOWER(6706),4,100,SB KCUP HOT CHOC 12CT,Neutrogena Men Age Fighter Is a Daily Face Moisturizer with SPF 15 That Helps Fight Signs of Aging by Minimizing Lines and Wrinkles While Hydrating Fo
NEUTROGENA MENS AGEFIGHT MOIST,471799,123215,1201753708,NEUTROGENA MENS AGEFIGHT MOIST,4828000,KR PHILA CRM CHS BRICK,4,100,KR PHILA CRM CHS BRICK,Neutrogena Men Age Fighter Is a Daily Face Moisturizer with SPF 15 That Helps Fight Signs of Aging by Minimizing Lines and Wrinkles While Hydrating Fo
NEUTROGENA RPD WRK REPR REGEN,586825,232694,1201939456,NEUTROGENA RPD WRK REPR REGEN,1201172831,BM WATER .5L 24PK,6,85.71428571,BM WATER .5L 24PK,Neutrogena Rapid Wrinkle Retinol Repair Regenerating Cream
WHOLEMEGA WHOLE FISH OIL 60,351998,12892,1201651772,WHOLEMEGA WHOLE FISH OIL 60,8926516,CAMPBELLS CONDENSED SOUPS(579),2,100,ALLE GROUND BEEF 80% LEAN,New Chapter - Wholemega 100% Wild Alaskan Salmon Extra Virgin Omega-Rich Fish Oil 1000 Mg. - 60 Softgels
WHOLEMEGA WHOLE FISH OIL 60,351998,12414,1201651772,WHOLEMEGA WHOLE FISH OIL 60,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),2,100,MARLEY GREEN TEA WITH HONEY,New Chapter - Wholemega 100% Wild Alaskan Salmon Extra Virgin Omega-Rich Fish Oil 1000 Mg. - 60 Softgels
WHOLEMEGA WHOLE FISH OIL 60,351998,12892,1201651772,WHOLEMEGA WHOLE FISH OIL 60,8926516,CAMPBELLS CONDENSED SOUPS(579),2,100,ALLE GROUND BEEF 80% LEAN,New Chapter Organics Wholemega Whole Fish Oil
NEW AGE WHITE,0,0,1200461816,PLUSH -A1,1200455526,CHILDREN'S VIDEOS,1,100,GM CHEERIOS,
NEW AGE WHITE,0,0,1200461816,POD LOCAL,1200455526,PAPERBACK BOOKS,1,100,GM CHEERIOS,
NEW AGE WHITE,314537,105118,1200461816,NEW AGE WHITE,1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
NEW AGE WHITE,314537,104190,1200461816,NEW AGE WHITE,620000235,APL GRANNY SMITH 3 LB,1,100,APL GRANNY SMITH 3 LB,
NEW BELGIUM SOUR IPA 6PK CANS,904707,15576,1202508391,NEW BELGIUM SOUR IPA 6PK CANS,8925658,8 PIECE(214334),2,66.66666667,LOREAL KIDS CARN BRY RND SHMPO,
NEW BELGIUM SOUR IPA 6PK CANS,904707,14693,1202508391,NEW BELGIUM SOUR IPA 6PK CANS,8935531,SAMUEL ADAMS BEER(10062),2,66.66666667,MUG MAY THE SUN,
NEW CHAPTER ALL FLORA PROBIOTI,0,0,1202400125,"2""-5"" BLOOMING PLANTS",995396220,BEEF,1,100,NIC REESE PB HEART 6PACK,
NEW CHAPTER ALL FLORA PROBIOTI,0,0,1202400125,"2""-5"" FOLIAGE PLANTS",995396220,HERBS/SPICES/SPROUTS,1,100,NIC REESE PB HEART 6PACK,
NEW CHAPTER ALL FLORA PROBIOTI,0,0,1202400125,"6""-10"" FOLIAGE PLANTS",995396220,COSMETICS & COTTON,1,100,NIC REESE PB HEART 6PACK,
NEW CHAPTER ALL FLORA PROBIOTI,0,0,1202400125,1 LB & UP LUNCHMEAT,995396220,KOSHER ITEMS,1,100,NIC REESE PB HEART 6PACK,
NEW CHAPTER ALL FLORA PROBIOTI,880299,100103,1202400125,NEW CHAPTER ALL FLORA PROBIOTI,995396220,NIC REESE PB HEART 6PACK,1,100,NIC REESE PB HEART 6PACK,
NEW CHAPTER ALL FLORA PROBIOTI,880299,104364,1202400125,NEW CHAPTER ALL FLORA PROBIOTI,273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
NEW CHAPTER ALL FLORA PROBIOTI,880299,102559,1202400125,NEW CHAPTER ALL FLORA PROBIOTI,483304000,GIARUSSA RED WINE VINEGAR,1,100,GIARUSSA RED WINE VINEGAR,
NEW CHAPTER ALL FLORA PROBIOTI,880299,101587,1202400125,NEW CHAPTER ALL FLORA PROBIOTI,873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,
WHOLEMEGA WHOLE FISH OIL 60,351998,12414,1201651772,WHOLEMEGA WHOLE FISH OIL 60,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),2,100,MARLEY GREEN TEA WITH HONEY,New Chapter Organics Wholemega Whole Fish Oil
BONE STRENGTH TAKE CARE 60 T,453096,102552,1201651766,BONE STRENGTH TAKE CARE 60 T,102916000,MC ONION POWDER,1,100,MC ONION POWDER,New Chapter Take Care Bone Strength Supplement Slim Tablets
